"","HrsSleep2009","Sex","BdayMonth","YearBorn","Ethnicity","ASVAB","LifeSat2008","Income2008","HeightFt2010","HeightIn2010","Weight2010","Computer2010","HrsSleep2010","Cohab2009"
"3881",5,"Female",9,1984,"Hispanic",32079,8,38000,5,7,200,6,6,FALSE
"3883",8,"Male",1,1980,"Non-Black / Non-Hispanic",5170,6,13000,5,8,162,2,8,FALSE
"3886",6,"Male",9,1981,"Non-Black / Non-Hispanic",93197,9,40000,5,7,175,6,7,TRUE
"3887",7,"Male",12,1984,"Non-Black / Non-Hispanic",91167,6,22500,5,8,200,6,7,FALSE
"3888",8,"Female",10,1982,"Non-Black / Non-Hispanic",79235,7,52000,5,3,170,6,6,TRUE
"3891",9,"Female",5,1982,"Non-Black / Non-Hispanic",70455,9,65000,5,7,154,3,7,TRUE
"3894",4,"Male",2,1981,"Non-Black / Non-Hispanic",80478,10,52000,6,0,180,6,9,TRUE
"3895",8,"Male",10,1981,"Non-Black / Non-Hispanic",39640,8,28000,6,3,200,4,9,TRUE
"3897",9,"Female",1,1984,"Non-Black / Non-Hispanic",84568,9,33000,5,3,125,6,8,TRUE
"3899",6,"Male",1,1984,"Non-Black / Non-Hispanic",36408,7,14394,5,8,145,6,6,TRUE
"3904",5,"Female",1,1984,"Non-Black / Non-Hispanic",8275,3,13000,5,5,190,2,7,TRUE
"3906",8,"Male",3,1983,"Non-Black / Non-Hispanic",34061,7,31000,6,8,256,6,6,FALSE
"3907",6,"Female",5,1983,"Non-Black / Non-Hispanic",95754,8,30000,5,6,194,5,6,TRUE
"3910",6,"Female",1,1982,"Black",4392,10,13000,5,4,180,1,10,FALSE
"3911",6,"Female",11,1984,"Black",14216,5,10000,5,4,178,1,5,TRUE
"3920",5,"Male",9,1982,"Black",10672,7,20000,5,7,210,6,7,FALSE
"3926",7,"Female",11,1981,"Black",35803,9,20000,5,0,115,6,7,FALSE
"3927",7,"Male",10,1984,"Non-Black / Non-Hispanic",56976,5,23000,5,11,135,3,7,TRUE
"3929",6,"Male",7,1982,"Non-Black / Non-Hispanic",72386,10,12000,5,7,140,6,7,FALSE
"3930",9,"Female",10,1982,"Non-Black / Non-Hispanic",93719,6,2500,5,7,163,6,8,TRUE
"3934",6,"Female",11,1980,"Non-Black / Non-Hispanic",88401,10,15000,5,3,115,6,6,TRUE
"3935",6,"Male",6,1982,"Non-Black / Non-Hispanic",99296,9,10000,5,11,205,6,6,TRUE
"3938",5,"Male",5,1984,"Non-Black / Non-Hispanic",33725,10,25000,6,1,212,1,8,FALSE
"3940",8,"Male",11,1981,"Non-Black / Non-Hispanic",4823,10,1200,6,2,163,6,8,TRUE
"3942",7,"Male",9,1984,"Black",46822,7,18000,5,8,170,3,7,TRUE
"3943",7,"Female",3,1980,"Non-Black / Non-Hispanic",43916,7,28800,5,4,145,6,8,FALSE
"3946",7,"Female",7,1981,"Non-Black / Non-Hispanic",10529,7,26000,5,7,184,6,8,TRUE
"3947",5,"Male",2,1980,"Black",64517,4,20000,5,9,140,6,6,FALSE
"3948",8,"Male",3,1981,"Black",60496,10,70000,5,10,165,6,7,FALSE
"3951",6,"Male",3,1984,"Black",72105,9,11000,6,3,245,2,6,TRUE
"3958",5,"Male",5,1982,"Non-Black / Non-Hispanic",88964,7,33000,5,7,150,6,5,TRUE
"3962",7,"Female",10,1983,"Non-Black / Non-Hispanic",91959,5,17000,6,0,211,6,6,TRUE
"3964",4,"Female",4,1982,"Black",2995,7,45000,5,7,256,5,7,FALSE
"3965",7,"Male",8,1984,"Black",26896,5,17000,6,1,155,4,6,TRUE
"3967",7,"Female",2,1983,"Non-Black / Non-Hispanic",63859,9,121993,5,3,135,6,7,FALSE
"3970",4,"Female",11,1980,"Non-Black / Non-Hispanic",23138,9,21000,5,3,190,4,3,FALSE
"3971",4,"Male",6,1983,"Non-Black / Non-Hispanic",78098,8,30000,6,1,150,6,5,FALSE
"3972",6,"Male",1,1983,"Non-Black / Non-Hispanic",30160,10,27000,5,11,175,3,8,TRUE
"3973",8,"Female",2,1981,"Non-Black / Non-Hispanic",50632,5,25750,5,8,285,3,8,TRUE
"3974",8,"Female",2,1984,"Non-Black / Non-Hispanic",80897,7,15000,5,7,175,6,8,TRUE
"3975",7,"Female",9,1982,"Non-Black / Non-Hispanic",7752,7,1200,5,6,174,5,4,FALSE
"3979",7,"Male",9,1980,"Non-Black / Non-Hispanic",84913,10,75000,6,2,180,6,7,TRUE
"3983",5,"Female",10,1980,"Non-Black / Non-Hispanic",37994,8,18900,5,5,140,4,7,TRUE
"3984",6,"Male",5,1984,"Non-Black / Non-Hispanic",31022,7,26000,5,9,164,4,7,TRUE
"3986",7,"Male",9,1983,"Non-Black / Non-Hispanic",1210,7,15000,5,10,206,1,6,TRUE
"3988",6,"Male",3,1980,"Non-Black / Non-Hispanic",13266,9,0,5,8,160,2,5,TRUE
"3991",6,"Female",10,1980,"Non-Black / Non-Hispanic",77970,9,40000,5,5,157,6,7,TRUE
"3993",8,"Male",5,1982,"Non-Black / Non-Hispanic",80175,5,50000,5,10,230,6,7,TRUE
"3994",5,"Male",4,1980,"Non-Black / Non-Hispanic",95276,9,42000,5,9,180,6,5,TRUE
"3995",7,"Male",4,1983,"Hispanic",81914,9,32000,5,8,205,6,7,FALSE
"3996",7,"Male",12,1980,"Non-Black / Non-Hispanic",41692,5,43000,5,10,270,6,7,TRUE
"3997",6,"Male",1,1984,"Hispanic",31636,8,30000,5,11,155,6,6,FALSE
"3999",6,"Male",9,1983,"Non-Black / Non-Hispanic",76716,9,58000,5,9,180,6,7,TRUE
"4000",7,"Male",9,1981,"Non-Black / Non-Hispanic",59169,10,33000,6,3,220,2,7,TRUE
"4001",6,"Female",2,1980,"Non-Black / Non-Hispanic",40462,8,8200,5,8,220,6,5,TRUE
"4004",7,"Male",6,1984,"Non-Black / Non-Hispanic",82439,8,20000,6,0,220,4,8,FALSE
"4005",8,"Male",7,1980,"Non-Black / Non-Hispanic",74589,6,19000,5,8,165,1,8,TRUE
"4007",7,"Male",8,1981,"Non-Black / Non-Hispanic",84179,9,45000,6,2,165,6,6,TRUE
"4008",7,"Female",10,1984,"Non-Black / Non-Hispanic",86312,9,14000,5,8,155,6,7,TRUE
"4012",7,"Male",1,1981,"Non-Black / Non-Hispanic",51512,10,30000,5,10,170,3,6,FALSE
"4015",7,"Female",11,1982,"Black",55552,7,28000,5,5,220,5,7,FALSE
"4017",7,"Female",4,1981,"Non-Black / Non-Hispanic",82367,10,30000,5,7,130,6,8,FALSE
"4020",6,"Male",12,1984,"Non-Black / Non-Hispanic",29708,6,39000,5,4,150,6,6,FALSE
"4021",2,"Male",12,1981,"Non-Black / Non-Hispanic",61733,6,62000,5,9,198,6,4,TRUE
"4022",5,"Male",6,1981,"Non-Black / Non-Hispanic",37429,9,50000,6,0,215,4,5,TRUE
"4023",8,"Female",4,1980,"Non-Black / Non-Hispanic",79132,8,3000,5,3,180,6,8,TRUE
"4028",6,"Male",8,1981,"Non-Black / Non-Hispanic",50927,8,38000,5,11,196,3,7,FALSE
"4029",8,"Male",7,1982,"Non-Black / Non-Hispanic",60022,8,45000,5,11,160,6,7,TRUE
"4030",5,"Female",3,1984,"Black",57287,8,25000,5,4,155,5,7,TRUE
"4031",7,"Female",4,1982,"Non-Black / Non-Hispanic",98952,8,41000,5,4,225,6,8,TRUE
"4032",6,"Male",9,1983,"Non-Black / Non-Hispanic",82357,5,26000,5,10,185,6,7,TRUE
"4033",6,"Female",8,1980,"Non-Black / Non-Hispanic",74997,8,5200,5,5,200,4,6,FALSE
"4038",6,"Female",11,1984,"Black",25528,8,11336,5,4,183,6,5,TRUE
"4039",5,"Male",7,1980,"Non-Black / Non-Hispanic",297,8,28000,5,7,190,4,4,FALSE
"4040",9,"Female",1,1981,"Non-Black / Non-Hispanic",56619,9,22000,5,4,136,3,8,TRUE
"4041",6,"Male",10,1980,"Non-Black / Non-Hispanic",83346,7,35000,5,3,130,6,6,TRUE
"4042",7,"Male",10,1981,"Non-Black / Non-Hispanic",27025,7,30000,5,11,220,3,7,TRUE
"4043",8,"Female",5,1980,"Non-Black / Non-Hispanic",26620,8,45000,5,2,220,3,5,TRUE
"4044",6,"Female",11,1980,"Non-Black / Non-Hispanic",95875,7,26000,5,2,180,2,8,TRUE
"4045",4,"Male",2,1981,"Hispanic",38105,6,58000,6,4,350,6,5,FALSE
"4046",8,"Female",4,1982,"Hispanic",22344,7,4800,5,9,245,2,8,FALSE
"4048",8,"Male",5,1981,"Non-Black / Non-Hispanic",58151,7,40000,5,6,250,3,8,TRUE
"4049",8,"Female",10,1982,"Hispanic",45178,7,3200,5,2,171,3,6,TRUE
"4050",8,"Male",6,1984,"Non-Black / Non-Hispanic",20201,7,26000,6,1,150,3,8,TRUE
"4051",8,"Female",10,1983,"Non-Black / Non-Hispanic",23440,7,2175,5,0,147,3,8,TRUE
"4053",8,"Female",12,1980,"Non-Black / Non-Hispanic",97934,9,31000,5,6,165,6,7,FALSE
"4054",6,"Male",12,1981,"Black",63423,7,23000,6,0,220,3,6,TRUE
"4055",8,"Male",11,1981,"Non-Black / Non-Hispanic",86453,9,78500,6,0,185,6,8,TRUE
"4057",7,"Male",3,1982,"Non-Black / Non-Hispanic",2659,9,33000,6,0,190,2,7,TRUE
"4058",8,"Female",1,1984,"Non-Black / Non-Hispanic",81606,7,30000,5,8,170,1,5,TRUE
"4060",6,"Female",1,1983,"Black",2427,5,1000,5,4,185,1,7,FALSE
"4062",8,"Female",4,1984,"Non-Black / Non-Hispanic",48261,9,25000,5,7,101,2,7,TRUE
"4063",7,"Male",5,1981,"Non-Black / Non-Hispanic",68505,7,42000,5,7,150,2,7,TRUE
"4064",6,"Male",3,1984,"Non-Black / Non-Hispanic",19289,10,36000,6,1,170,3,6,TRUE
"4065",5,"Female",12,1984,"Non-Black / Non-Hispanic",66855,9,8000,5,4,210,4,4,TRUE
"4067",7,"Female",4,1984,"Non-Black / Non-Hispanic",39257,5,28000,5,1,205,3,8,TRUE
"4068",7,"Male",9,1983,"Non-Black / Non-Hispanic",3086,7,16000,6,0,205,6,7,FALSE
"4069",6,"Female",6,1980,"Non-Black / Non-Hispanic",36106,10,121993,5,6,240,2,7,TRUE
"4070",6,"Male",11,1983,"Non-Black / Non-Hispanic",13725,7,30000,5,7,185,6,8,TRUE
"4071",6,"Male",3,1980,"Hispanic",62642,7,26000,5,8,240,6,6,TRUE
"4072",7,"Female",8,1982,"Non-Black / Non-Hispanic",64508,6,55000,5,3,129,6,7,TRUE
"4075",8,"Male",1,1984,"Hispanic",71460,7,22000,6,1,235,6,8,FALSE
"4078",6,"Male",10,1980,"Non-Black / Non-Hispanic",53215,10,51000,5,11,175,6,6,TRUE
"4081",6,"Female",9,1983,"Black",13411,10,13000,5,6,186,3,6,FALSE
"4082",7,"Female",10,1983,"Black",13573,7,21000,5,2,147,4,9,FALSE
"4088",7,"Male",3,1982,"Non-Black / Non-Hispanic",56876,9,55000,6,4,185,6,6,TRUE
"4089",8,"Female",5,1981,"Non-Black / Non-Hispanic",34454,9,41000,5,9,175,6,8,TRUE
"4090",8,"Female",1,1980,"Non-Black / Non-Hispanic",82012,8,45000,5,5,159,6,7,TRUE
"4091",7,"Male",4,1983,"Non-Black / Non-Hispanic",84504,9,52000,5,11,205,6,7,TRUE
"4094",6,"Female",6,1981,"Hispanic",14488,10,37000,5,6,215,3,7,TRUE
"4095",8,"Female",2,1983,"Non-Black / Non-Hispanic",33198,6,30000,5,3,200,4,7,TRUE
"4099",5,"Male",9,1980,"Non-Black / Non-Hispanic",58604,8,20000,6,0,220,6,4,TRUE
"4100",6,"Male",5,1983,"Non-Black / Non-Hispanic",74177,6,31000,6,0,175,6,6,TRUE
"4101",6,"Male",11,1980,"Non-Black / Non-Hispanic",37059,8,30000,6,2,180,4,6,FALSE
"4106",8,"Female",8,1980,"Hispanic",10179,8,27500,5,3,280,6,8,TRUE
"4107",5,"Female",4,1982,"Non-Black / Non-Hispanic",21864,9,16000,5,6,145,6,5,TRUE
"4109",8,"Female",5,1980,"Non-Black / Non-Hispanic",82821,9,25000,5,4,150,4,8,TRUE
"4111",5,"Male",9,1980,"Non-Black / Non-Hispanic",49276,5,43000,5,6,175,4,8,TRUE
"4114",5,"Male",6,1980,"Hispanic",21256,10,28000,6,0,260,4,6,TRUE
"4115",6,"Female",4,1982,"Hispanic",67148,5,3600,5,4,135,5,8,FALSE
"4117",7,"Male",10,1982,"Hispanic",58523,10,22200,5,6,175,4,6,TRUE
"4119",8,"Male",7,1984,"Non-Black / Non-Hispanic",68903,8,12000,5,11,220,6,9,TRUE
"4120",7,"Male",1,1983,"Non-Black / Non-Hispanic",73727,5,26000,5,11,225,6,7,TRUE
"4122",7,"Male",6,1980,"Non-Black / Non-Hispanic",90137,8,20000,6,1,200,6,8,FALSE
"4123",5,"Female",5,1982,"Non-Black / Non-Hispanic",82539,9,70000,5,7,178,4,5,TRUE
"4124",3,"Male",5,1983,"Non-Black / Non-Hispanic",48252,6,24000,6,3,170,6,2,FALSE
"4126",7,"Female",7,1984,"Non-Black / Non-Hispanic",24785,10,14000,5,10,175,4,7,TRUE
"4127",8,"Female",6,1981,"Non-Black / Non-Hispanic",98875,9,121993,5,2,150,6,8,TRUE
"4128",6,"Female",6,1983,"Non-Black / Non-Hispanic",96547,9,27000,5,3,145,6,7,TRUE
"4131",7,"Female",4,1983,"Non-Black / Non-Hispanic",77743,9,25000,5,6,155,6,8,TRUE
"4132",7,"Female",10,1981,"Non-Black / Non-Hispanic",83171,7,30000,5,2,138,6,6,TRUE
"4133",6,"Male",3,1983,"Non-Black / Non-Hispanic",46625,8,10000,5,8,235,6,5,FALSE
"4134",8,"Female",8,1982,"Non-Black / Non-Hispanic",32394,8,18000,5,4,151,3,6,TRUE
"4136",7,"Female",10,1984,"Non-Black / Non-Hispanic",81706,10,38000,5,9,140,6,7,TRUE
"4137",8,"Female",8,1980,"Hispanic",97782,7,30000,5,4,150,6,6,TRUE
"4138",9,"Female",10,1981,"Hispanic",99053,8,16000,5,8,220,6,8,FALSE
"4139",7,"Female",1,1982,"Non-Black / Non-Hispanic",12912,10,5000,5,4,113,6,4,TRUE
"4140",7,"Male",2,1980,"Non-Black / Non-Hispanic",79078,10,63000,5,8,230,6,8,TRUE
"4141",7,"Male",10,1981,"Non-Black / Non-Hispanic",86795,9,44000,6,1,245,6,8,TRUE
"4144",7,"Male",12,1984,"Non-Black / Non-Hispanic",66179,7,20000,6,5,215,5,7,FALSE
"4147",8,"Male",2,1983,"Non-Black / Non-Hispanic",41165,5,25000,5,11,122,6,4,FALSE
"4149",8,"Male",7,1982,"Non-Black / Non-Hispanic",99339,7,55377,6,2,185,6,8,TRUE
"4150",7,"Female",2,1982,"Non-Black / Non-Hispanic",88666,8,60000,5,1,110,6,7,TRUE
"4151",8,"Male",3,1980,"Non-Black / Non-Hispanic",89615,9,75000,6,0,175,6,8,TRUE
"4152",6,"Male",10,1984,"Non-Black / Non-Hispanic",67207,8,8000,6,0,185,6,6,TRUE
"4154",8,"Female",4,1980,"Non-Black / Non-Hispanic",71629,7,1200,5,9,193,6,7,TRUE
"4156",8,"Male",8,1983,"Non-Black / Non-Hispanic",91813,8,36000,6,0,210,6,10,TRUE
"4159",6,"Male",9,1982,"Black",18531,8,42000,6,2,265,6,7,TRUE
"4160",6,"Female",10,1980,"Black",31138,8,45000,5,3,198,5,6,FALSE
"4162",8,"Male",2,1982,"Black",8254,7,55000,5,8,165,4,8,TRUE
"4170",8,"Male",3,1980,"Black",8033,10,32000,6,1,260,1,8,FALSE
"4173",10,"Female",9,1981,"Hispanic",30471,7,21000,5,6,325,6,5,FALSE
"4174",5,"Female",10,1982,"Hispanic",15160,8,15000,5,4,272,1,5,TRUE
"4175",7,"Male",12,1983,"Hispanic",1859,8,30000,5,10,325,6,6,TRUE
"4176",8,"Female",1,1980,"Black",6846,5,5000,5,9,260,3,8,TRUE
"4177",9,"Female",3,1984,"Non-Black / Non-Hispanic",52831,10,34000,5,6,190,6,6,TRUE
"4182",6,"Female",2,1982,"Non-Black / Non-Hispanic",53321,8,40000,5,2,217,6,6,TRUE
"4183",5,"Male",7,1980,"Hispanic",33964,6,23000,6,2,365,1,4,FALSE
"4184",5,"Male",9,1982,"Hispanic",43811,3,24000,5,8,187,6,4,FALSE
"4186",8,"Female",2,1981,"Hispanic",6311,9,2000,5,2,180,5,8,TRUE
"4188",2,"Female",12,1983,"Hispanic",16366,9,2000,5,0,140,4,6,TRUE
"4190",7,"Male",12,1984,"Non-Black / Non-Hispanic",93102,7,13000,6,3,290,6,8,FALSE
"4191",6,"Female",6,1983,"Non-Black / Non-Hispanic",32081,9,23000,5,4,125,6,8,TRUE
"4193",6,"Male",6,1983,"Non-Black / Non-Hispanic",79171,7,60000,5,9,180,6,7,FALSE
"4194",7,"Female",12,1980,"Non-Black / Non-Hispanic",55805,8,53000,5,6,145,6,7,TRUE
"4195",6,"Male",11,1984,"Non-Black / Non-Hispanic",74215,9,37000,6,2,180,6,7,TRUE
"4196",6,"Male",7,1984,"Non-Black / Non-Hispanic",57236,8,28000,5,6,215,2,8,TRUE
"4198",8,"Female",9,1982,"Non-Black / Non-Hispanic",78440,9,24960,5,7,165,6,8,TRUE
"4199",7,"Male",6,1984,"Non-Black / Non-Hispanic",93318,8,27000,5,10,185,6,6,FALSE
"4201",6,"Female",9,1980,"Black",45618,7,16000,5,4,146,6,7,TRUE
"4202",6,"Male",3,1980,"Hispanic",39319,6,38000,5,7,175,6,5,TRUE
"4204",7,"Female",1,1982,"Black",77360,7,31000,5,2,130,6,6,FALSE
"4205",8,"Male",6,1983,"Non-Black / Non-Hispanic",90887,8,24000,5,8,150,6,8,FALSE
"4206",8,"Female",2,1982,"Non-Black / Non-Hispanic",75294,5,16000,5,3,160,4,8,FALSE
"4207",8,"Female",10,1981,"Non-Black / Non-Hispanic",48357,10,20000,6,2,130,6,7,TRUE
"4208",7,"Male",7,1984,"Non-Black / Non-Hispanic",84093,7,24000,5,10,187,6,7,TRUE
"4210",9,"Female",5,1981,"Non-Black / Non-Hispanic",83503,9,63000,5,2,120,6,8,TRUE
"4212",8,"Male",3,1983,"Black",42776,5,17000,6,0,262,3,8,FALSE
"4215",8,"Female",2,1980,"Black",5697,10,26000,6,0,180,1,6,TRUE
"4226",5,"Female",4,1981,"Black",45565,8,40000,5,3,150,6,8,FALSE
"4227",10,"Female",8,1982,"Black",61967,7,24000,5,8,236,6,8,FALSE
"4230",7,"Male",9,1984,"Hispanic",81571,8,25000,5,11,215,6,7,TRUE
"4231",7,"Male",7,1983,"Hispanic",37832,7,25000,5,9,175,6,7,FALSE
"4236",5,"Male",4,1980,"Black",4360,10,35000,6,5,195,2,8,FALSE
"4238",6,"Male",12,1981,"Black",17715,7,5000,5,11,167,3,7,FALSE
"4243",6,"Male",12,1984,"Non-Black / Non-Hispanic",28048,7,31200,5,11,250,6,6,TRUE
"4245",6,"Female",2,1982,"Non-Black / Non-Hispanic",84416,8,34000,5,3,145,6,7,TRUE
"4246",5,"Female",6,1981,"Non-Black / Non-Hispanic",15771,9,300,5,4,251,6,5,FALSE
"4247",6,"Male",6,1984,"Non-Black / Non-Hispanic",96532,10,18000,6,0,160,6,6,TRUE
"4249",4,"Male",10,1981,"Non-Black / Non-Hispanic",3895,6,3300,5,10,129,2,4,TRUE
"4250",5,"Male",9,1981,"Non-Black / Non-Hispanic",79253,7,80000,5,4,216,6,6,TRUE
"4251",8,"Female",10,1980,"Non-Black / Non-Hispanic",96279,8,24000,5,0,110,5,8,TRUE
"4254",7,"Male",12,1980,"Hispanic",82532,9,30000,5,9,180,6,6,FALSE
"4256",7,"Male",4,1981,"Non-Black / Non-Hispanic",95219,8,35000,6,3,175,6,6,TRUE
"4257",6,"Male",9,1983,"Hispanic",78622,10,18000,5,5,250,6,7,TRUE
"4258",6,"Male",2,1980,"Non-Black / Non-Hispanic",82850,9,45000,6,0,170,3,6,TRUE
"4259",7,"Male",11,1984,"Non-Black / Non-Hispanic",20743,5,14000,5,9,195,3,8,FALSE
"4260",6,"Male",4,1983,"Non-Black / Non-Hispanic",36625,8,34000,6,3,155,3,6,FALSE
"4263",7,"Female",5,1980,"Non-Black / Non-Hispanic",24721,9,7000,5,2,170,4,6,TRUE
"4264",6,"Female",5,1981,"Non-Black / Non-Hispanic",73963,9,50000,5,4,200,6,6,TRUE
"4266",8,"Male",6,1984,"Non-Black / Non-Hispanic",29818,10,30000,5,10,195,6,7,TRUE
"4270",7,"Male",11,1980,"Mixed Race (Non-Hispanic)",93614,9,60000,6,3,252,6,7,TRUE
"4271",6,"Male",9,1982,"Mixed Race (Non-Hispanic)",52248,8,4000,6,4,295,5,6,FALSE
"4272",7,"Female",4,1983,"Non-Black / Non-Hispanic",56454,9,70000,5,6,122,4,6,TRUE
"4273",7,"Female",12,1984,"Non-Black / Non-Hispanic",88120,8,35000,5,3,110,6,8,TRUE
"4274",6,"Female",8,1982,"Hispanic",55597,9,20000,5,6,105,3,5,FALSE
"4275",8,"Male",2,1981,"Hispanic",11863,10,35000,5,9,190,3,7,TRUE
"4276",8,"Male",2,1981,"Hispanic",11482,8,27000,5,7,175,2,7,TRUE
"4277",7,"Male",8,1981,"Non-Black / Non-Hispanic",75714,8,6000,6,0,175,1,8,TRUE
"4278",6,"Female",4,1984,"Non-Black / Non-Hispanic",90384,6,9000,5,10,140,5,5,TRUE
"4279",6,"Male",1,1982,"Non-Black / Non-Hispanic",81259,4,32000,6,3,235,6,7,FALSE
"4281",7,"Female",6,1980,"Non-Black / Non-Hispanic",76579,8,28000,5,6,145,6,6,FALSE
"4282",4,"Male",10,1980,"Non-Black / Non-Hispanic",48461,7,14000,5,10,165,4,3,FALSE
"4284",7,"Female",11,1980,"Non-Black / Non-Hispanic",72988,9,44000,5,8,132,6,7,TRUE
"4285",8,"Male",11,1982,"Non-Black / Non-Hispanic",77112,6,13000,6,3,160,6,8,TRUE
"4286",8,"Male",7,1984,"Non-Black / Non-Hispanic",98216,9,48000,5,11,200,6,7,TRUE
"4287",6,"Male",2,1983,"Non-Black / Non-Hispanic",99676,6,69000,6,2,210,6,6,TRUE
"4288",7,"Female",1,1980,"Non-Black / Non-Hispanic",73208,9,61250,5,4,122,6,7,TRUE
"4289",7,"Female",11,1982,"Non-Black / Non-Hispanic",82876,7,3600,5,1,120,4,6,TRUE
"4290",8,"Male",10,1981,"Non-Black / Non-Hispanic",74226,8,50000,6,1,200,2,6,TRUE
"4291",7,"Male",1,1983,"Non-Black / Non-Hispanic",93986,10,4000,6,4,270,4,4,TRUE
"4295",8,"Female",7,1982,"Non-Black / Non-Hispanic",71293,6,33000,5,5,251,3,8,FALSE
"4296",6,"Male",1,1984,"Non-Black / Non-Hispanic",63039,8,48000,5,10,220,5,7,TRUE
"4300",8,"Female",9,1982,"Hispanic",20579,5,2500,5,5,345,3,7,FALSE
"4302",6,"Male",8,1981,"Hispanic",42883,9,27000,5,11,197,6,7,TRUE
"4303",6,"Male",1,1983,"Hispanic",77643,10,5000,5,9,195,6,6,TRUE
"4304",6,"Male",8,1984,"Hispanic",32301,8,22000,5,6,136,4,6,TRUE
"4305",7,"Female",7,1982,"Hispanic",64700,8,26000,5,2,120,5,7,TRUE
"4307",10,"Female",3,1981,"Hispanic",20506,2,18000,5,5,262,4,4,FALSE
"4308",8,"Male",7,1982,"Hispanic",20449,5,16000,6,2,250,1,6,FALSE
"4317",7,"Male",2,1980,"Hispanic",24535,10,27000,6,1,230,2,6,TRUE
"4319",6,"Male",9,1982,"Non-Black / Non-Hispanic",46246,10,42000,6,2,200,2,7,TRUE
"4320",8,"Male",3,1980,"Hispanic",19029,8,35000,5,8,240,1,6,TRUE
"4322",8,"Male",9,1982,"Hispanic",43352,8,4000,5,10,250,4,6,TRUE
"4325",8,"Male",9,1984,"Hispanic",4463,10,28000,5,11,203,1,8,TRUE
"4326",8,"Female",1,1981,"Hispanic",36506,8,30000,5,0,118,6,6,FALSE
"4331",7,"Female",3,1982,"Non-Black / Non-Hispanic",62908,8,40000,5,1,105,5,8,TRUE
"4336",8,"Female",3,1981,"Non-Black / Non-Hispanic",58387,6,15000,5,6,130,4,8,TRUE
"4337",8,"Female",11,1982,"Non-Black / Non-Hispanic",43084,9,2500,5,5,149,5,8,TRUE
"4338",6,"Male",8,1984,"Non-Black / Non-Hispanic",59257,10,68000,6,4,205,1,5,TRUE
"4340",8,"Male",2,1983,"Non-Black / Non-Hispanic",72735,9,20000,6,0,234,5,8,FALSE
"4345",7,"Male",1,1980,"Hispanic",5812,6,22000,5,11,162,3,3,TRUE
"4347",8,"Male",5,1984,"Non-Black / Non-Hispanic",1826,10,30000,5,9,145,3,8,TRUE
"4348",6,"Female",1,1981,"Mixed Race (Non-Hispanic)",23113,7,22000,5,6,150,4,6,TRUE
"4353",7,"Male",12,1984,"Non-Black / Non-Hispanic",31729,8,22000,6,0,255,3,7,TRUE
"4354",8,"Male",8,1982,"Non-Black / Non-Hispanic",38432,9,17000,5,9,130,6,8,FALSE
"4355",3,"Male",4,1984,"Non-Black / Non-Hispanic",37179,10,15000,5,7,175,6,3,TRUE
"4356",5,"Female",3,1984,"Non-Black / Non-Hispanic",93591,8,56800,5,5,175,6,6,FALSE
"4357",7,"Female",11,1981,"Hispanic",22020,10,32000,5,0,124,4,9,TRUE
"4358",7,"Female",8,1984,"Non-Black / Non-Hispanic",65032,8,17698,5,7,175,5,8,TRUE
"4360",9,"Female",1,1983,"Non-Black / Non-Hispanic",74404,9,8000,6,0,145,3,9,TRUE
"4362",8,"Female",4,1982,"Hispanic",7178,8,10000,5,2,115,3,8,FALSE
"4363",8,"Female",6,1983,"Hispanic",59281,9,33000,5,1,140,6,8,TRUE
"4365",6,"Male",10,1983,"Hispanic",9202,6,15000,5,6,145,3,6,TRUE
"4368",7,"Female",6,1982,"Non-Black / Non-Hispanic",98223,9,27000,5,6,170,6,7,TRUE
"4369",7,"Male",6,1981,"Hispanic",29243,8,14000,5,6,175,6,5,TRUE
"4370",6,"Male",3,1983,"Hispanic",29248,7,22000,5,10,136,6,6,FALSE
"4371",8,"Female",7,1981,"Hispanic",85230,8,30000,5,6,155,6,8,TRUE
"4378",7,"Male",4,1984,"Non-Black / Non-Hispanic",18758,9,15000,5,8,280,6,5,TRUE
"4379",5,"Female",3,1982,"Hispanic",18444,5,9000,5,2,135,6,7,TRUE
"4380",5,"Male",2,1980,"Hispanic",13079,10,16000,6,2,380,3,6,TRUE
"4382",7,"Female",6,1983,"Hispanic",51174,8,17500,5,4,118,6,7,FALSE
"4386",8,"Female",3,1984,"Hispanic",34958,9,8000,5,0,125,6,7,FALSE
"4388",6,"Male",5,1984,"Hispanic",16790,9,27000,5,11,195,6,8,FALSE
"4389",6,"Female",4,1983,"Hispanic",74375,7,36000,5,7,145,3,9,TRUE
"4390",10,"Female",6,1982,"Hispanic",73646,9,37000,5,3,140,6,8,TRUE
"4391",8,"Female",12,1980,"Hispanic",28355,9,33000,5,3,157,6,8,FALSE
"4394",10,"Male",9,1983,"Hispanic",11321,10,12000,5,4,187,1,8,FALSE
"4397",7,"Female",10,1982,"Non-Black / Non-Hispanic",97182,4,40000,5,6,125,6,7,TRUE
"4398",7,"Male",9,1983,"Non-Black / Non-Hispanic",83369,8,55000,6,0,180,6,8,FALSE
"4401",6,"Female",11,1980,"Non-Black / Non-Hispanic",66666,5,55000,5,5,135,6,6,TRUE
"4402",7,"Male",5,1982,"Non-Black / Non-Hispanic",39320,6,19000,5,10,160,6,7,TRUE
"4405",8,"Female",11,1984,"Non-Black / Non-Hispanic",32072,6,20000,5,7,285,6,8,TRUE
"4407",6,"Male",11,1982,"Hispanic",52433,6,38000,5,10,148,6,7,FALSE
